old_path,new_path,original_bytes,webp_bytes,saved_bytes,status,error
assets/world-anvil/screenshots/Session 26 - The Bloom/Session 26-04.png,assets/world-anvil/screenshots/Session 26 - The Bloom/Session 26-04.webp,1102535,127062,975473,converted,
assets/world-anvil/screenshots/Session 26 - The Bloom/Session 26-05.png,assets/world-anvil/screenshots/Session 26 - The Bloom/Session 26-05.webp,941602,93878,847724,converted,
assets/world-anvil/screenshots/Session 26 - The Bloom/Session 26-06.png,assets/world-anvil/screenshots/Session 26 - The Bloom/Session 26-06.webp,841027,82218,758809,converted,
assets/world-anvil/screenshots/Session 26 - The Bloom/session-26-the-bloom-07.png,assets/world-anvil/screenshots/Session 26 - The Bloom/session-26-the-bloom-07.webp,2790302,206358,2583944,converted,
assets/world-anvil/screenshots/Session 27 - The Inconsequent Debates/Session 27-01.png,assets/world-anvil/screenshots/Session 27 - The Inconsequent Debates/Session 27-01.webp,605759,60562,545197,converted,
assets/world-anvil/screenshots/Session 27 - The Inconsequent Debates/Session 27-02.png,assets/world-anvil/screenshots/Session 27 - The Inconsequent Debates/Session 27-02.webp,561590,55454,506136,converted,
assets/world-anvil/screenshots/Session 27 - The Inconsequent Debates/Session 27-03.png,assets/world-anvil/screenshots/Session 27 - The Inconsequent Debates/Session 27-03.webp,662534,72324,590210,converted,
assets/world-anvil/screenshots/Session 27 - The Inconsequent Debates/Session 27-04.png,assets/world-anvil/screenshots/Session 27 - The Inconsequent Debates/Session 27-04.webp,391352,44922,346430,converted,
assets/world-anvil/screenshots/Session 27 - The Inconsequent Debates/Session 27-05.png,assets/world-anvil/screenshots/Session 27 - The Inconsequent Debates/Session 27-05.webp,702343,78648,623695,converted,
assets/world-anvil/screenshots/Session 27 - The Inconsequent Debates/Session 27-06.png,assets/world-anvil/screenshots/Session 27 - The Inconsequent Debates/Session 27-06.webp,672365,73684,598681,converted,
assets/world-anvil/screenshots/Session 27 - The Inconsequent Debates/Session 27-07.png,assets/world-anvil/screenshots/Session 27 - The Inconsequent Debates/Session 27-07.webp,712883,82396,630487,converted,
assets/world-anvil/screenshots/Session 27 - The Inconsequent Debates/Session 27-08.png,assets/world-anvil/screenshots/Session 27 - The Inconsequent Debates/Session 27-08.webp,672968,72526,600442,converted,
assets/world-anvil/screenshots/Session 27 - The Inconsequent Debates/Session 27-09.png,assets/world-anvil/screenshots/Session 27 - The Inconsequent Debates/Session 27-09.webp,764423,95068,669355,converted,
assets/world-anvil/screenshots/Session 27 - The Inconsequent Debates/Session 27-10.png,assets/world-anvil/screenshots/Session 27 - The Inconsequent Debates/Session 27-10.webp,757501,92022,665479,converted,
assets/world-anvil/screenshots/Session 27 - The Inconsequent Debates/Session 27-11.png,assets/world-anvil/screenshots/Session 27 - The Inconsequent Debates/Session 27-11.webp,755105,91308,663797,converted,
assets/world-anvil/screenshots/Session 27 - The Inconsequent Debates/Session 27-12.png,assets/world-anvil/screenshots/Session 27 - The Inconsequent Debates/Session 27-12.webp,672779,72538,600241,converted,
assets/world-anvil/screenshots/Session 27 - The Inconsequent Debates/Session 27-13.png,assets/world-anvil/screenshots/Session 27 - The Inconsequent Debates/Session 27-13.webp,771536,95004,676532,converted,
assets/world-anvil/screenshots/Session 27 - The Inconsequent Debates/Session 27-14.png,assets/world-anvil/screenshots/Session 27 - The Inconsequent Debates/Session 27-14.webp,3176066,268606,2907460,converted,
assets/world-anvil/screenshots/Session 27 - The Inconsequent Debates/session-27-the-inconsequent-debates-15.png,assets/world-anvil/screenshots/Session 27 - The Inconsequent Debates/session-27-the-inconsequent-debates-15.webp,3129629,253204,2876425,converted,
assets/world-anvil/screenshots/Session 28 - Source of the Bloom/Session 28-01.png,assets/world-anvil/screenshots/Session 28 - Source of the Bloom/Session 28-01.webp,739741,85876,653865,converted,
assets/world-anvil/screenshots/Session 28 - Source of the Bloom/Session 28-02.png,assets/world-anvil/screenshots/Session 28 - Source of the Bloom/Session 28-02.webp,730272,82178,648094,converted,
assets/world-anvil/screenshots/Session 28 - Source of the Bloom/Session 28-03.png,assets/world-anvil/screenshots/Session 28 - Source of the Bloom/Session 28-03.webp,728442,83108,645334,converted,
assets/world-anvil/screenshots/Session 28 - Source of the Bloom/Session 28-04.png,assets/world-anvil/screenshots/Session 28 - Source of the Bloom/Session 28-04.webp,716581,82794,633787,converted,
assets/world-anvil/screenshots/Session 28 - Source of the Bloom/Session 28-05.png,assets/world-anvil/screenshots/Session 28 - Source of the Bloom/Session 28-05.webp,691979,76568,615411,converted,
assets/world-anvil/screenshots/Session 28 - Source of the Bloom/Session 28-06.png,assets/world-anvil/screenshots/Session 28 - Source of the Bloom/Session 28-06.webp,739881,83422,656459,converted,
assets/world-anvil/screenshots/Session 28 - Source of the Bloom/Session 28-07.png,assets/world-anvil/screenshots/Session 28 - Source of the Bloom/Session 28-07.webp,739496,85262,654234,converted,
assets/world-anvil/screenshots/Session 28 - Source of the Bloom/Session 28-08.png,assets/world-anvil/screenshots/Session 28 - Source of the Bloom/Session 28-08.webp,673503,71590,601913,converted,
assets/world-anvil/screenshots/Session 28 - Source of the Bloom/Session 28-09.png,assets/world-anvil/screenshots/Session 28 - Source of the Bloom/Session 28-09.webp,715558,80476,635082,converted,
assets/world-anvil/screenshots/Session 28 - Source of the Bloom/Session 28-10.png,assets/world-anvil/screenshots/Session 28 - Source of the Bloom/Session 28-10.webp,416571,48230,368341,converted,
assets/world-anvil/screenshots/Session 28 - Source of the Bloom/Session 28-11.png,assets/world-anvil/screenshots/Session 28 - Source of the Bloom/Session 28-11.webp,728718,82768,645950,converted,
assets/world-anvil/screenshots/Session 28 - Source of the Bloom/Session 28-12.png,assets/world-anvil/screenshots/Session 28 - Source of the Bloom/Session 28-12.webp,422852,49294,373558,converted,
assets/world-anvil/screenshots/Session 28 - Source of the Bloom/Session 28-13.png,assets/world-anvil/screenshots/Session 28 - Source of the Bloom/Session 28-13.webp,632414,69472,562942,converted,
assets/world-anvil/screenshots/Session 28 - Source of the Bloom/Session 28-14.png,assets/world-anvil/screenshots/Session 28 - Source of the Bloom/Session 28-14.webp,715535,82038,633497,converted,
assets/world-anvil/screenshots/Session 28 - Source of the Bloom/Session 28-15.png,assets/world-anvil/screenshots/Session 28 - Source of the Bloom/Session 28-15.webp,716986,81184,635802,converted,
assets/world-anvil/screenshots/Session 28 - Source of the Bloom/Session 28-16.png,assets/world-anvil/screenshots/Session 28 - Source of the Bloom/Session 28-16.webp,409597,47098,362499,converted,
assets/world-anvil/screenshots/Session 28 - Source of the Bloom/Session 28-17.png,assets/world-anvil/screenshots/Session 28 - Source of the Bloom/Session 28-17.webp,408934,46768,362166,converted,
assets/world-anvil/screenshots/Session 28 - Source of the Bloom/Session 28-18.png,assets/world-anvil/screenshots/Session 28 - Source of the Bloom/Session 28-18.webp,724580,80194,644386,converted,
assets/world-anvil/screenshots/Session 28 - Source of the Bloom/Session 28-19.png,assets/world-anvil/screenshots/Session 28 - Source of the Bloom/Session 28-19.webp,663219,72010,591209,converted,
assets/world-anvil/screenshots/Session 28 - Source of the Bloom/session-28-source-of-the-bloom-20.png,assets/world-anvil/screenshots/Session 28 - Source of the Bloom/session-28-source-of-the-bloom-20.webp,3664035,325622,3338413,converted,
assets/world-anvil/screenshots/Session 29 - Aftermath/Session 29-01.png,assets/world-anvil/screenshots/Session 29 - Aftermath/Session 29-01.webp,1817815,218418,1599397,converted,
assets/world-anvil/screenshots/Session 29 - Aftermath/Session 29-02.png,assets/world-anvil/screenshots/Session 29 - Aftermath/Session 29-02.webp,1615752,177910,1437842,converted,
assets/world-anvil/screenshots/Session 29 - Aftermath/Session 29-03.png,assets/world-anvil/screenshots/Session 29 - Aftermath/Session 29-03.webp,1408914,131522,1277392,converted,
assets/world-anvil/screenshots/Session 29 - Aftermath/Session 29-04.png,assets/world-anvil/screenshots/Session 29 - Aftermath/Session 29-04.webp,1584628,168872,1415756,converted,
assets/world-anvil/screenshots/Session 29 - Aftermath/Session 29-05.png,assets/world-anvil/screenshots/Session 29 - Aftermath/Session 29-05.webp,1507588,153126,1354462,converted,
assets/world-anvil/screenshots/Session 29 - Aftermath/Session 29-06.png,assets/world-anvil/screenshots/Session 29 - Aftermath/Session 29-06.webp,1555801,146794,1409007,converted,
assets/world-anvil/screenshots/Session 29 - Aftermath/Session 29-07.png,assets/world-anvil/screenshots/Session 29 - Aftermath/Session 29-07.webp,1845161,213508,1631653,converted,
assets/world-anvil/screenshots/Session 29 - Aftermath/Session 29-08.png,assets/world-anvil/screenshots/Session 29 - Aftermath/Session 29-08.webp,1689365,192652,1496713,converted,
assets/world-anvil/screenshots/Session 29 - Aftermath/Session 29-09.png,assets/world-anvil/screenshots/Session 29 - Aftermath/Session 29-09.webp,1566755,156448,1410307,converted,
assets/world-anvil/screenshots/Session 29 - Aftermath/Session 29-10.png,assets/world-anvil/screenshots/Session 29 - Aftermath/Session 29-10.webp,1619316,161990,1457326,converted,
assets/world-anvil/screenshots/Session 29 - Aftermath/session-29-aftermath-11.png,assets/world-anvil/screenshots/Session 29 - Aftermath/session-29-aftermath-11.webp,3890693,470628,3420065,converted,
assets/world-anvil/screenshots/Session 30 - Valerie S Victory/Session 30-01.png,assets/world-anvil/screenshots/Session 30 - Valerie S Victory/Session 30-01.webp,817291,104524,712767,converted,
assets/world-anvil/screenshots/Session 30 - Valerie S Victory/Session 30-02.png,assets/world-anvil/screenshots/Session 30 - Valerie S Victory/Session 30-02.webp,799500,101968,697532,converted,
assets/world-anvil/screenshots/Session 30 - Valerie S Victory/Session 30-03.png,assets/world-anvil/screenshots/Session 30 - Valerie S Victory/Session 30-03.webp,848296,112868,735428,converted,
assets/world-anvil/screenshots/Session 30 - Valerie S Victory/Session 30-04.png,assets/world-anvil/screenshots/Session 30 - Valerie S Victory/Session 30-04.webp,842496,112906,729590,converted,
assets/world-anvil/screenshots/Session 30 - Valerie S Victory/Session 30-05.png,assets/world-anvil/screenshots/Session 30 - Valerie S Victory/Session 30-05.webp,693719,77830,615889,converted,
assets/world-anvil/screenshots/Session 30 - Valerie S Victory/Session 30-06.png,assets/world-anvil/screenshots/Session 30 - Valerie S Victory/Session 30-06.webp,834051,110450,723601,converted,
assets/world-anvil/screenshots/Session 30 - Valerie S Victory/Session 30-07.png,assets/world-anvil/screenshots/Session 30 - Valerie S Victory/Session 30-07.webp,790409,102404,688005,converted,
assets/world-anvil/screenshots/Session 30 - Valerie S Victory/Session 30-08.png,assets/world-anvil/screenshots/Session 30 - Valerie S Victory/Session 30-08.webp,791967,98702,693265,converted,
assets/world-anvil/screenshots/Session 30 - Valerie S Victory/Session 30-09.png,assets/world-anvil/screenshots/Session 30 - Valerie S Victory/Session 30-09.webp,736144,84680,651464,converted,
assets/world-anvil/screenshots/Session 30 - Valerie S Victory/Session 30-10.png,assets/world-anvil/screenshots/Session 30 - Valerie S Victory/Session 30-10.webp,816116,107210,708906,converted,
assets/world-anvil/screenshots/Session 30 - Valerie S Victory/session-30-valerie-s-victory-11.png,assets/world-anvil/screenshots/Session 30 - Valerie S Victory/session-30-valerie-s-victory-11.webp,3064643,254306,2810337,converted,
assets/world-anvil/screenshots/Session 31 - Varnhold Vanishing/Session 31-01.png,assets/world-anvil/screenshots/Session 31 - Varnhold Vanishing/Session 31-01.webp,1541626,157954,1383672,converted,
assets/world-anvil/screenshots/Session 31 - Varnhold Vanishing/Session 31-02.png,assets/world-anvil/screenshots/Session 31 - Varnhold Vanishing/Session 31-02.webp,1371858,132592,1239266,converted,
assets/world-anvil/screenshots/Session 31 - Varnhold Vanishing/Session 31-03.png,assets/world-anvil/screenshots/Session 31 - Varnhold Vanishing/Session 31-03.webp,1385615,128806,1256809,converted,
assets/world-anvil/screenshots/Session 31 - Varnhold Vanishing/Session 31-04.png,assets/world-anvil/screenshots/Session 31 - Varnhold Vanishing/Session 31-04.webp,1473843,146674,1327169,converted,
assets/world-anvil/screenshots/Session 31 - Varnhold Vanishing/Session 31-05.png,assets/world-anvil/screenshots/Session 31 - Varnhold Vanishing/Session 31-05.webp,1279232,105762,1173470,converted,
assets/world-anvil/screenshots/Session 31 - Varnhold Vanishing/Session 31-06.png,assets/world-anvil/screenshots/Session 31 - Varnhold Vanishing/Session 31-06.webp,848901,90136,758765,converted,
assets/world-anvil/screenshots/Session 31 - Varnhold Vanishing/Session 31-07.png,assets/world-anvil/screenshots/Session 31 - Varnhold Vanishing/Session 31-07.webp,1362233,129536,1232697,converted,
assets/world-anvil/screenshots/Session 31 - Varnhold Vanishing/Session 31-08.png,assets/world-anvil/screenshots/Session 31 - Varnhold Vanishing/Session 31-08.webp,1405814,146804,1259010,converted,
assets/world-anvil/screenshots/Session 31 - Varnhold Vanishing/Session 31-09.png,assets/world-anvil/screenshots/Session 31 - Varnhold Vanishing/Session 31-09.webp,1492636,148218,1344418,converted,
assets/world-anvil/screenshots/Session 31 - Varnhold Vanishing/Session 31-10.png,assets/world-anvil/screenshots/Session 31 - Varnhold Vanishing/Session 31-10.webp,1780164,206466,1573698,converted,
assets/world-anvil/screenshots/Session 31 - Varnhold Vanishing/Session 31-11.png,assets/world-anvil/screenshots/Session 31 - Varnhold Vanishing/Session 31-11.webp,2491237,150242,2340995,converted,
assets/world-anvil/screenshots/Session 31 - Varnhold Vanishing/session-31-varnhold-vanishing-11.png,assets/world-anvil/screenshots/Session 31 - Varnhold Vanishing/session-31-varnhold-vanishing-11.webp,2426093,139366,2286727,converted,
assets/world-anvil/screenshots/Session 32 - Blockhouse Assault/Session 32-01.png,assets/world-anvil/screenshots/Session 32 - Blockhouse Assault/Session 32-01.webp,1340351,123296,1217055,converted,
assets/world-anvil/screenshots/Session 32 - Blockhouse Assault/Session 32-02.png,assets/world-anvil/screenshots/Session 32 - Blockhouse Assault/Session 32-02.webp,1432949,139510,1293439,converted,
assets/world-anvil/screenshots/Session 32 - Blockhouse Assault/Session 32-03.png,assets/world-anvil/screenshots/Session 32 - Blockhouse Assault/Session 32-03.webp,1212623,102608,1110015,converted,
assets/world-anvil/screenshots/Session 32 - Blockhouse Assault/Session 32-04.png,assets/world-anvil/screenshots/Session 32 - Blockhouse Assault/Session 32-04.webp,1359622,130128,1229494,converted,
assets/world-anvil/screenshots/Session 32 - Blockhouse Assault/Session 32-05.png,assets/world-anvil/screenshots/Session 32 - Blockhouse Assault/Session 32-05.webp,1369220,133020,1236200,converted,
